avg_monthly_balance,total_deposits,total_withdrawals,overdraft_frequency,salary_deposits,gold_assets,property_value,vehicle_ownership,fixed_deposits,guarantor_exists,utility_bill_consistency,upi_transaction_count,wallet_transactions,gst_filing_status,age,employment_type,location,loan_approved,rental_agreement,has_children,education_fees_paid,transaction_type,deposit_to_fixed_ratio
109235,260226,363334,4,1,4737,4920305,0,173233,0,58,676,240,0,56,1,2,0,0,1,240439,1,1.5021647020792686
129266,170422,264029,0,1,2494,8373421,1,278266,0,88,722,103,0,40,1,1,0,0,1,469842,1,0.6124405696686995
131767,257132,318093,2,1,4876,1058373,1,420387,1,65,485,381,2,44,0,1,0,0,0,0,1,0.6116539958324215
162306,326038,90436,4,1,1865,7460140,1,355985,0,56,890,445,0,49,1,2,1,1,0,0,0,0.915873096132994
86571,295948,357581,0,1,724,6338230,0,208193,1,90,906,372,1,55,1,2,0,0,1,317580,1,1.421501099935637
43549,444336,495214,0,0,1718,1208328,0,98155,0,79,489,66,2,52,1,2,0,0,0,0,1,4.526834834345328
145179,334841,479780,4,1,4525,1364462,1,17697,0,96,203,99,2,35,0,2,1,0,0,0,1,18.919708441631823
12307,263685,236145,2,0,398,2010761,0,30776,0,96,819,78,1,46,1,2,1,0,0,0,0,8.567599181206745
112252,11103,39735,4,1,3072,9722461,1,411347,1,95,670,422,1,21,1,0,0,1,0,0,1,0.026991744216575745
85082,482214,488745,3,0,4294,7103642,1,220979,1,55,279,73,0,52,1,0,1,1,1,86208,1,2.1821612815639426
6295,188468,101442,3,1,4024,2346967,0,273380,1,97,305,409,0,31,2,0,0,0,0,0,0,0.689396849086074
132170,293720,422290,3,1,1818,1584774,0,481989,0,56,607,431,0,57,1,0,1,0,1,256417,1,0.6093902363119567
74751,237078,230438,1,0,3223,1720478,1,20081,0,88,517,57,1,61,1,0,0,1,0,0,0,11.80549746041231
194823,263819,100483,2,1,2004,673543,1,375599,0,68,254,411,1,33,1,2,1,1,1,85851,0,0.7023935037273695
148965,332391,334508,1,0,4817,2561957,1,1737,0,75,244,234,0,63,1,2,1,0,0,0,1,191.24913693901036
22425,256449,400733,3,1,3614,8496974,0,17689,1,71,909,416,1,50,1,2,0,0,0,0,1,14.496834369700396
64838,149687,125788,2,1,3042,6472003,1,238498,1,90,912,402,1,41,2,1,0,0,0,0,0,0.6276210801722439
127241,313238,83223,1,0,4942,1741460,0,374786,1,94,773,319,0,39,0,1,1,0,1,212065,0,0.8357760541320803
172607,334940,151242,0,0,2175,2681610,0,62087,0,62,493,312,0,28,1,2,0,0,1,256119,0,5.394601211184126
102214,82306,121647,1,1,908,2628619,0,184041,1,72,885,11,0,39,0,2,1,0,0,0,1,0.4472131361319699
170772,131276,37801,1,0,996,7545088,1,40229,0,81,372,55,1,25,1,0,1,0,1,48831,0,3.2631369624658215
113396,253344,381578,0,1,785,7121916,0,109419,0,92,640,11,0,30,0,1,0,0,1,431856,1,2.3153354048619996
45475,76403,437566,3,0,1321,534198,1,125152,1,83,480,144,0,40,1,1,0,1,0,0,1,0.610476776425655
151431,335681,322273,4,1,1024,1103283,1,387356,1,55,157,140,0,59,2,0,0,0,1,163136,0,0.8665933492876081
34546,454923,16164,3,1,2517,2933457,1,270539,1,95,87,273,0,40,0,2,0,0,0,0,0,1.6815369261477047
160584,277015,271720,2,1,1810,3253459,0,390781,1,59,899,329,0,57,2,1,1,0,0,0,0,0.7088734895670732
164378,18896,219907,1,1,4549,3014467,1,306299,1,56,726,297,0,37,1,1,0,0,0,0,1,0.06169115246490369
96537,439205,368754,1,1,2910,6536831,0,166704,1,62,341,391,0,38,2,2,1,1,0,0,0,2.6346240364716116
189935,237865,353060,0,0,3493,2273150,0,116046,0,97,758,468,2,45,0,0,0,1,0,0,1,2.049729850836299
38697,145646,339864,2,1,3412,1456386,0,10850,0,53,508,389,0,30,0,1,0,1,0,0,1,13.422357386415998
149846,279628,438185,4,1,2568,9067868,1,493569,0,73,400,216,0,33,1,2,1,1,1,76837,1,0.566541726604129
27148,451346,443705,1,0,2222,4930972,1,407343,1,60,491,322,1,57,1,0,0,0,1,394700,0,1.1080217211987902
99920,482073,424533,1,1,2613,7782710,1,109352,1,98,717,218,0,41,0,1,0,0,0,0,0,4.408411291871279
95503,38951,460825,4,1,3177,6256259,0,345720,0,75,378,62,0,43,0,2,0,0,0,0,1,0.11266599367698231
185142,241874,200895,3,1,147,6799477,1,323743,1,81,50,82,1,56,0,0,0,1,0,0,0,0.7471150044479589
130490,77369,365547,2,1,3197,8180764,1,375336,0,90,167,312,2,61,0,2,0,1,1,163996,1,0.20613208929575288
170226,12686,412671,1,0,1124,6615397,0,245803,1,57,47,244,2,55,0,2,1,0,1,284901,1,0.05161022603375047
168517,72070,371931,3,0,1159,578764,0,61096,0,71,230,62,0,44,1,1,1,1,0,0,1,1.1795996530107862
86290,341670,380680,3,1,521,3493149,0,498655,0,77,686,331,1,28,0,0,1,1,1,37820,1,0.6851817685939806
33525,487926,169809,4,1,4490,8944417,1,169960,1,94,2,104,1,62,1,1,0,0,0,0,0,2.8708115391177977
32769,320286,226569,3,1,4442,6719236,0,207178,1,53,412,284,1,24,1,1,1,0,0,0,0,1.5459385362416076
19250,422301,240004,1,0,1884,9935881,0,143144,0,68,80,341,1,33,1,1,1,1,0,0,0,2.950162422718223
94035,171714,191628,4,1,923,7978121,1,223504,1,91,345,14,1,31,0,1,0,0,1,280626,1,0.7682781145835663
174628,416917,269553,0,1,3864,4094781,0,344733,1,91,442,457,0,22,1,2,1,0,0,0,0,1.209387527775038
162739,289042,440360,4,0,678,5279917,1,343779,0,62,489,164,2,52,1,0,1,1,0,0,1,0.8407760777241259
82457,171154,495478,1,1,2930,2122012,1,291815,0,78,301,495,2,54,1,1,1,1,0,0,1,0.5865134194149738
103097,438019,317330,1,1,2637,3140501,1,406757,0,61,374,165,1,33,0,1,1,0,1,418054,0,1.076854050811539
30233,328383,499053,4,1,1092,6338330,1,95310,1,83,503,177,0,59,0,2,0,0,1,138192,1,3.445384058503216
199617,283766,358823,4,0,762,5866476,0,223316,0,67,52,75,0,37,1,2,1,0,1,326435,1,1.2706869606881697
40857,326039,321128,0,0,4032,6865743,1,235131,1,91,957,325,1,22,1,2,0,1,0,0,0,1.3866211319599204
149119,91864,288811,1,0,494,3846760,1,255325,0,83,688,399,1,24,1,1,0,1,1,152863,1,0.35979101227450394
85491,125706,165498,3,1,1591,9843433,0,442262,0,92,468,37,0,60,2,1,1,0,0,0,1,0.2842335895157406
120321,241335,124400,0,0,4434,8959660,1,267758,1,64,98,347,1,44,0,2,0,1,0,0,0,0.9013142415380996
28873,409769,197273,1,1,2390,254866,0,248432,0,95,877,229,0,60,1,0,1,0,1,291470,0,1.6494145302757686
24712,474279,14310,4,0,4946,4681577,0,338592,0,61,460,20,2,51,1,2,0,0,1,401568,0,1.400734805503953
10756,237697,399088,1,1,1007,460108,0,102969,1,52,694,185,0,25,0,0,0,1,0,0,1,2.3084102165679323
47194,440689,20038,0,1,2523,5292281,1,114752,1,92,867,182,2,54,1,2,0,0,0,0,0,3.8403266145547392
153475,163846,472873,4,0,3415,1947054,0,200664,1,52,766,468,0,63,0,1,1,0,0,0,1,0.8165150873346124
71166,467978,142292,0,1,1536,6208547,0,359793,1,84,841,219,2,34,1,2,0,0,1,195136,0,1.3006831687020906
12593,184693,364509,4,1,698,1558828,0,15995,0,70,952,356,2,50,0,2,0,0,1,209764,1,11.546199049762441
186661,113775,103858,4,1,790,5651863,1,320406,1,90,995,51,2,60,1,2,0,1,1,76881,0,0.3550952382438586
53490,399763,144682,2,1,1368,7390519,0,476264,0,88,942,485,0,57,2,1,0,0,0,0,0,0.8393709384481328
192176,405166,283299,3,1,4353,251658,1,228370,1,66,581,414,0,27,1,1,0,0,0,0,0,1.774156963887709
199749,405009,335153,0,1,4090,1631945,0,35681,0,60,357,61,0,45,1,1,0,0,0,0,0,11.35051286362872
152035,44647,196753,4,1,2262,2322564,1,356899,0,99,262,307,0,26,0,2,0,0,1,172556,1,0.12509666573269823
111698,317632,35056,4,0,3902,5009414,1,87161,1,76,11,391,0,45,1,0,0,1,0,0,0,3.644156857346091
82490,116100,195838,0,0,3921,4126566,0,98900,1,76,189,247,0,46,2,2,0,0,0,0,1,1.173901173901174
156245,457741,410036,3,0,1567,801201,1,265469,0,89,954,410,1,44,1,0,0,1,0,0,0,1.72426639544958
55227,442327,262291,1,1,1420,9281726,1,480823,0,62,238,192,1,49,1,1,1,1,1,390860,0,0.919935360963679
53758,72212,405056,0,1,2973,2808000,0,227879,1,82,235,384,0,54,0,2,0,0,1,179988,1,0.3168860803931894
74308,293864,306945,3,0,2632,4043035,1,288518,0,80,645,467,0,51,1,1,0,0,1,351913,1,1.0185256430252427
127470,147648,30601,0,1,1532,2580912,0,91379,0,76,726,165,2,55,2,2,0,0,1,334335,0,1.615758371634931
148595,151009,397938,3,1,3005,9764985,0,156072,1,87,950,458,2,38,0,1,0,0,1,57144,1,0.9675536447687941
130707,351742,34659,4,1,155,9428334,0,438635,1,82,144,247,1,26,1,2,0,1,1,123183,0,0.8018995248907979
169584,123414,87880,3,1,2039,8824384,1,496707,1,64,764,444,0,45,0,2,0,1,1,360854,0,0.24846388622691803
186402,19431,408514,2,0,3586,6319907,0,26517,0,72,681,1,0,32,0,2,0,1,1,178773,1,0.732747567689871
136159,66324,492806,0,1,2991,5401556,0,161051,1,57,5,394,0,52,1,2,0,1,1,154451,1,0.4118173012443186
186210,342344,388614,3,1,2446,1263374,0,473981,0,82,249,436,0,33,2,2,1,0,1,175140,1,0.7222721537948699
68933,304111,377715,1,1,4100,5985715,1,180845,0,96,18,486,2,63,1,0,0,0,1,360444,1,1.6816020260331994
71678,62044,138532,4,1,3220,3774709,1,121619,1,59,959,312,1,24,1,1,1,0,1,303546,1,0.510146357506989
57480,394853,465982,3,0,2402,8089653,0,299505,0,86,497,314,1,41,0,2,1,0,0,0,1,1.3183475456251295
153811,14386,100214,4,1,3934,1418556,1,51117,1,53,170,198,0,49,1,2,1,0,0,0,1,0.2814272858875543
98684,59673,273326,1,0,3779,7025615,1,363489,1,57,441,294,0,54,0,2,0,1,0,0,1,0.16416682714792705
122468,75014,360955,3,1,835,5664545,1,307212,0,98,839,283,2,55,2,2,1,0,1,293549,1,0.24417586495363153
112512,383940,324263,3,0,3750,985819,1,116960,0,87,369,18,0,48,1,2,1,0,0,0,0,3.2826326724292714
27500,114791,120207,2,0,4701,4994224,1,371718,0,99,389,275,0,25,1,0,1,1,1,261815,1,0.30881122568391717
132695,370281,279174,4,1,3228,6794469,1,270820,1,60,811,88,0,21,1,1,1,1,1,162690,0,1.367253647243013
117337,47189,377966,4,1,2854,7123030,1,389923,1,82,234,64,1,30,0,2,0,1,1,201034,1,0.12102101948071932
74811,62478,155599,4,1,4845,1408049,0,362648,0,56,526,241,0,23,0,2,0,1,0,0,1,0.1722822894865283
85576,389695,338284,1,1,3633,3549159,0,339642,1,89,343,395,0,28,1,2,1,1,0,0,0,1.1473664995303892
168295,483330,139316,0,0,4554,4921792,0,163254,1,66,558,282,1,57,0,1,0,0,0,0,0,2.960583136810511
180854,103476,411556,0,1,4166,7460276,1,116516,1,96,730,186,1,26,0,1,1,1,1,186184,1,0.88807641803342
134520,362651,113867,3,1,1690,5781366,0,333944,1,70,379,408,0,49,0,1,0,0,0,0,0,1.0859602629175462
10069,382092,165139,0,1,433,7146589,1,87207,0,86,517,311,0,60,0,2,0,0,1,350040,0,4.381387028712962
40081,118147,472944,1,1,4878,9695901,1,34340,1,97,770,276,0,43,1,0,1,0,1,318920,1,3.440406511167409
5166,322636,306011,3,1,3114,4824649,0,367250,0,66,618,175,2,58,0,1,1,0,1,433419,0,0.8785163280699031
77654,111734,111856,2,1,1275,1646768,0,164662,0,76,200,326,2,34,2,1,0,0,1,469245,1,0.6785616683772311
56846,222239,294422,3,1,4188,1120922,1,496695,0,89,908,161,1,53,0,2,0,1,1,72991,1,0.4474346481550083
147263,236087,83551,3,0,3994,8224456,0,288208,1,94,274,318,1,32,0,1,1,1,0,0,0,0.8191520736687612
9247,403182,350756,3,0,3096,2315249,1,221648,0,56,811,18,2,56,1,2,0,1,0,0,0,1.8190111392336532
138072,484293,52673,3,1,641,9595510,1,6775,1,60,900,343,0,32,1,1,0,1,1,485823,0,71.47181227863047
59051,413250,256937,3,0,1169,4374453,1,244518,1,98,527,167,0,60,2,0,0,1,0,0,0,1.6900527157398813
118948,238752,450619,3,1,2820,7423538,0,466011,0,66,109,197,0,60,0,0,0,0,1,83613,1,0.5123301545882939
116181,99483,245002,2,1,4787,2487977,1,4783,0,74,761,155,1,31,0,2,0,0,1,483474,1,20.794941471571907
134943,351511,181919,3,1,2587,3218688,1,215973,1,64,205,422,0,59,0,2,1,0,0,0,0,1.627561650939465
44794,301548,96547,1,1,602,5238834,0,95994,1,57,495,184,0,36,1,2,1,1,0,0,0,3.1412886087817076
137341,275982,493457,3,0,2926,9089577,0,193181,1,61,559,267,1,26,0,1,0,1,0,0,1,1.428611361306954
174639,377367,132016,4,1,3133,9660151,0,23305,1,87,615,327,0,35,2,1,1,1,1,462499,0,16.19183901141337
119371,162419,332168,3,0,509,9326890,0,310000,0,97,557,199,0,37,0,2,0,1,1,263897,1,0.5239305679659098
149390,204407,415731,0,0,4134,8681301,1,224903,1,91,647,184,0,61,1,1,0,0,0,0,1,0.9088633372461139
30459,100270,147922,2,1,2434,9289633,1,158812,0,99,527,81,0,46,1,1,0,1,1,22376,1,0.6313714872208195
11426,85723,229743,0,1,3464,3841820,0,3622,0,99,539,349,2,46,1,2,1,1,1,10002,1,23.660778360474744
127399,366126,470170,3,1,1394,2634286,0,129380,1,80,236,429,1,23,0,1,1,0,1,365383,1,2.82982818188142
37484,37742,342958,1,1,4511,5907798,0,312418,0,83,249,337,0,61,0,0,0,0,1,87239,1,0.12080571284076833
110673,481675,141987,0,0,453,7372966,1,1541,0,74,893,156,0,50,1,0,1,0,1,343102,0,312.3702983138781
160630,288845,317368,4,1,2859,1662193,1,237964,0,76,552,8,1,54,2,1,0,1,1,309732,1,1.2138129556867607
187989,212433,387309,2,1,576,3781628,0,428809,1,64,44,126,0,26,0,0,1,1,1,261097,1,0.4954012266504979
152060,348173,40015,0,1,2049,7762551,1,219021,1,84,878,16,2,34,0,2,0,0,1,243057,0,1.589671357215257
36725,175574,10366,2,1,3185,9585546,0,435030,1,85,871,324,1,53,1,1,1,1,1,237476,0,0.40358962924481245
75844,425007,157888,0,0,4606,5196067,1,399916,1,57,704,266,0,51,0,0,1,1,0,0,0,1.0627380181387638
98036,34458,334885,3,1,1721,3631670,1,58205,1,69,785,41,0,35,0,2,1,0,1,49641,1,0.5920008246572518
175303,275870,82199,3,1,4038,2955382,1,235178,1,89,859,14,1,40,0,0,1,1,0,0,0,1.1730214007203024
167166,301241,399163,3,1,2315,6851265,1,360436,1,71,349,30,2,43,1,1,1,0,1,405502,1,0.8357660284598973
170063,179939,124605,0,1,2380,3389443,1,6686,0,79,813,291,2,27,0,2,1,1,1,173636,0,26.908778226409453
127150,276408,56330,2,1,3940,3032121,1,273966,1,61,698,496,2,26,2,1,1,0,0,0,0,1.0089098322060686
190720,313230,327570,4,1,1627,387908,0,58179,0,88,188,217,0,41,1,2,1,1,1,182808,1,5.383808869027157
109675,180974,461740,2,1,1758,5737139,1,413978,0,72,544,74,1,45,0,2,0,1,0,0,1,0.43715744035325466
43034,408075,148983,2,0,1011,5258714,1,172743,1,71,644,470,1,45,0,2,0,0,1,215955,0,2.3623107025424908
173171,61157,464370,4,1,4258,7776436,1,369026,0,78,59,38,0,38,2,1,0,1,1,343994,1,0.16572500115167724
79002,83870,178928,4,1,168,5263035,1,23451,1,95,933,9,2,64,1,1,1,1,1,202975,1,3.576240832338393
82562,38776,499809,0,1,2645,3731048,0,423162,1,60,203,16,2,50,0,1,0,0,0,0,1,0.09163372033944367
44811,476823,477532,2,1,4574,1412784,1,45647,0,88,409,334,0,27,1,0,0,0,1,369686,1,10.445649316508938
125006,115540,483872,4,0,1593,9656861,1,87866,0,91,718,351,0,38,1,1,1,0,0,0,1,1.3149419008273868
120119,349376,348510,0,0,2679,3372110,0,109247,0,81,445,462,1,39,1,1,0,0,0,0,0,3.19800820152314
159167,44130,429896,0,1,1312,8145363,1,356780,0,54,459,64,2,53,0,0,0,0,0,0,1,0.12368932202107175
139985,157793,273347,3,0,2100,3311501,0,161879,0,75,448,41,2,56,1,1,1,0,1,56385,1,0.9747529033852236
103912,111331,389020,3,0,4526,3739152,0,304135,1,54,6,443,0,50,2,2,0,1,1,203664,1,0.3660566325591183
197378,363915,185486,4,0,1152,1688927,1,256845,1,61,854,220,0,56,2,2,0,1,1,224969,0,1.4168606869485996
115675,261401,359940,1,0,2288,5376496,0,290628,0,70,313,407,0,41,0,1,1,0,1,285295,1,0.8994319217972053
131228,188478,374673,1,1,1750,367070,1,318301,0,99,318,97,1,27,1,2,0,0,1,11157,1,0.5921357704318541
90557,184877,82653,3,1,4033,2907516,0,25045,0,56,831,340,2,60,0,0,1,0,0,0,0,7.381498043599777
43545,128090,211824,3,1,603,725097,0,71114,0,77,299,485,1,38,0,0,0,0,0,0,1,1.801167123672924
138375,349415,11327,0,1,1809,2958894,1,170732,0,74,202,26,1,64,0,1,1,1,1,440214,0,2.0465580760602813
60881,168835,82502,3,0,4253,5045111,1,132854,1,74,784,101,0,59,0,1,1,0,0,0,0,1.2708215723909526
50288,49409,37661,0,1,424,6837222,1,39594,1,83,226,423,0,45,0,2,1,0,1,74614,0,1.2478595782295745
157929,34998,229167,4,1,3632,7510384,0,289063,0,71,623,352,0,42,0,2,0,0,1,490965,1,0.12107353388868901
195385,138391,62699,3,1,2938,2427329,1,285942,0,58,864,296,1,54,2,0,0,0,0,0,0,0.4839810731509427
46718,73382,217963,3,1,594,2729008,0,183530,1,87,494,468,2,51,2,1,0,0,1,482251,1,0.39983436040777853
87976,68372,243665,0,1,1313,6818740,0,238990,1,77,6,227,0,27,0,2,0,0,0,0,1,0.28608608692377535
23756,143699,251666,2,0,1751,4037426,1,267008,0,60,762,117,0,59,1,0,0,0,1,421265,1,0.5381803609616155
43485,14585,47339,1,1,1795,6209750,0,932,0,96,508,222,2,52,0,1,0,0,0,0,1,15.632368703108252
47766,213763,139876,0,1,355,3209369,1,362320,1,88,442,149,0,47,0,2,1,0,0,0,0,0.5899823637051124
161042,279199,204317,1,1,3812,9627002,1,253956,0,63,776,339,0,50,1,1,1,0,1,435494,0,1.0993947794311636
116462,196123,171406,4,1,3749,5868344,0,138825,1,95,82,264,0,54,0,0,0,0,1,51360,0,1.412725282007693
118913,107437,361045,2,1,3888,289700,1,228978,0,96,174,269,1,52,1,1,0,0,0,0,1,0.4692002323357164
31189,153740,258919,2,0,4959,6451746,1,480635,0,50,678,398,1,36,0,1,1,1,1,53029,1,0.31986784177631306
150749,113043,422486,1,1,1462,6948545,1,402588,0,84,118,107,2,47,0,2,0,0,1,60714,1,0.28079008616728224
126603,417131,198071,3,1,4384,1089252,1,301153,0,70,778,203,0,60,0,1,0,1,0,0,0,1.3851086155256114
87919,429836,147055,2,1,3846,7178679,1,424285,0,56,170,380,0,22,1,0,0,0,0,0,0,1.013080799272189
125832,416761,485283,2,1,1089,2551647,1,240462,0,67,199,449,1,31,0,2,0,0,0,0,1,1.7331606109879691
173112,438140,119430,2,1,2847,7919809,1,482758,0,97,310,219,0,30,0,2,0,0,0,0,0,0.9075750011910705
27489,60800,354229,2,0,4067,1767548,1,33142,1,59,67,149,2,57,0,1,1,0,1,457141,1,1.8344748514015026
73646,396208,57190,1,1,2152,2833355,0,67734,0,94,74,16,0,52,0,2,0,0,0,0,0,5.849383627371374
123335,160048,351279,4,1,567,491835,0,18290,1,79,248,441,0,32,0,2,1,0,1,157753,1,8.75009567546881
116111,168907,205568,4,1,2421,8553392,0,29158,1,85,65,434,1,34,0,1,1,0,0,0,1,5.792619774340684
59202,437695,63284,0,1,694,7316488,1,342161,0,55,269,147,1,26,0,2,0,1,0,0,0,1.2792040027823077
144562,283440,361930,0,1,4236,77023,0,61628,1,73,70,491,0,49,1,2,0,0,1,228267,1,4.599133524801635
191806,194893,72029,0,1,3339,411665,1,203875,0,74,362,341,2,33,1,2,0,0,1,302083,0,0.9559389040397104
96760,161337,106441,2,1,2553,4029546,1,41532,1,61,981,14,2,46,0,2,1,1,1,251202,0,3.8845496352298174
166972,192246,139010,0,1,4780,401344,1,387838,1,67,637,418,2,33,1,1,0,0,1,283523,0,0.49568506519457817
87530,444849,353683,2,1,3984,7808527,1,217979,1,97,612,252,0,51,0,1,0,1,0,0,0,2.040778970547757
108450,261894,87360,3,0,4547,4292796,0,222796,0,88,776,434,1,30,1,1,1,0,0,0,0,1.1754826142183243
196157,383271,335096,3,0,1202,9789838,1,123477,0,97,811,330,1,48,0,2,0,0,0,0,0,3.1039618393559985
63087,217951,124713,0,1,1620,6482147,0,483466,0,64,296,6,1,61,1,0,0,1,1,377791,0,0.45080843159926115
159232,476722,289909,0,1,1307,5516769,1,486817,0,75,99,474,2,27,1,1,0,1,0,0,0,0.9792612434215662
26900,25154,283856,0,1,1048,5413487,1,193598,0,95,447,398,0,36,1,1,1,1,0,0,1,0.12992835706796005
79090,492405,247635,4,1,973,2060902,0,415064,1,72,733,499,1,23,2,1,0,0,1,403387,0,1.1863322612120992
18673,56223,469607,2,1,2097,8547400,1,276755,0,81,222,412,0,29,1,1,1,0,0,0,1,0.203150067207215
130020,259145,22975,0,1,4775,1923443,0,281230,1,55,767,314,1,28,1,1,0,0,0,0,0,0.9214666946389267
42727,368384,232948,4,0,912,4727188,1,421035,0,82,186,35,2,31,2,2,0,0,1,212925,0,0.8749465603891353
181017,413718,445590,1,1,27,557599,1,474936,0,74,595,215,0,47,2,2,0,0,1,19029,1,0.8711007986322397
153243,474456,93304,2,1,251,2296829,1,497733,1,52,487,265,1,60,0,1,1,1,1,345379,0,0.953232047639904
47947,237309,277092,2,1,1227,9990769,1,228238,0,85,294,204,1,54,2,1,1,1,1,112976,1,1.0397390454742617
64568,457593,227473,0,1,158,9103149,1,193655,0,62,997,205,0,22,0,2,1,0,0,0,0,2.3629167183046227
75474,77932,42155,0,1,4242,7540678,0,310310,1,52,792,216,0,23,0,1,1,1,0,0,0,0.25114159665625774
131417,186620,375288,2,1,1683,7586505,1,445484,0,88,145,139,0,45,0,2,1,0,0,0,1,0.4189142170892398
7421,298515,118418,2,0,4765,6613352,1,189642,0,55,119,82,1,22,1,0,1,1,0,0,0,1.5740892097256425
77499,280589,97024,4,1,2867,2607650,1,96230,0,69,550,273,2,43,2,2,0,0,1,169410,0,2.915785973334996
130536,33091,117098,2,1,4349,6599614,0,427885,0,92,321,275,0,30,0,2,0,0,1,10105,1,0.07733601940703833
148328,90862,366373,4,1,4592,1249522,0,173735,0,97,167,485,1,49,1,2,0,1,0,0,1,0.5229889027029516
139687,240523,16786,3,1,773,4273974,1,489674,0,98,914,23,1,36,0,1,0,1,1,407743,0,0.49118905396436413
106189,300445,448906,1,1,2153,6521390,0,487260,1,56,925,465,1,31,0,2,1,0,1,86927,1,0.6165997278665849
194212,208444,179179,4,0,929,4340392,1,95402,1,99,367,23,0,32,0,0,0,1,1,146607,0,2.184878882215444
133977,167753,451795,4,0,2628,123776,1,200468,0,90,77,312,1,53,0,1,0,0,1,56800,1,0.8368026976739545
175185,406891,326971,2,1,4855,6873148,1,181868,0,75,16,82,0,51,1,2,1,1,1,101232,0,2.2372751815867464
66005,375507,103698,2,0,2686,9548662,1,78270,0,52,41,218,0,41,1,1,1,0,0,0,0,4.797523987172772
183172,496649,386375,1,0,68,5095366,0,142631,1,84,437,163,0,30,1,2,1,0,1,171709,0,3.482030680352235
59011,472569,196116,0,0,2925,3502807,0,112065,0,94,392,407,2,34,1,2,0,0,1,109977,0,4.216881123623579
137724,67972,110199,1,1,257,72538,0,203484,0,67,752,43,0,42,1,1,1,0,0,0,1,0.33403936408089047
173078,424847,416957,0,0,2146,8866584,0,98462,0,99,67,271,1,43,0,1,1,0,0,0,0,4.31478829611123
78876,37830,469908,1,1,2845,9173492,1,231537,0,89,217,54,1,44,2,2,0,0,0,0,1,0.16338570774559683
83258,351204,256007,4,1,4752,285708,0,310028,0,58,779,286,0,23,0,1,1,0,0,0,0,1.1328101564692334
178557,192698,123496,0,1,136,4626081,1,76081,1,70,351,49,2,26,1,2,0,1,0,0,0,2.532767277411214
76445,278926,154067,0,1,4531,599606,0,20377,0,51,714,15,0,43,0,1,0,0,0,0,0,13.687604279124546
158059,356542,151469,2,0,3582,3457707,1,171670,0,85,87,335,0,44,1,2,1,0,1,111553,0,2.076891262938994
68527,201968,436332,1,1,2165,2886832,0,15270,1,80,150,68,1,49,1,1,0,1,0,0,1,13.22559098945714
18040,18063,355864,3,1,3623,8209255,1,462523,1,91,936,97,1,39,0,1,0,1,1,282195,1,0.039053108595445855
84075,95096,14753,4,1,4935,9336431,1,360781,1,87,609,186,1,30,0,0,0,0,1,138349,0,0.26358299471703134
26927,451084,63371,3,1,1239,3018659,1,447906,1,60,568,160,1,39,1,1,0,0,1,484733,0,1.0070929902859298
6049,311424,144847,1,0,625,7697813,1,159703,1,74,256,275,0,41,1,1,0,1,1,246377,0,1.9500075139007162
11687,493539,105366,0,1,256,8955445,1,418692,0,74,202,229,1,24,0,2,1,0,0,0,0,1.1787610492652134
184485,31898,51742,1,0,30,2965454,0,369224,1,76,282,412,1,22,1,1,0,1,0,0,1,0.08639176653801882
134302,481577,267904,4,1,3075,2572314,0,482782,1,65,834,309,0,52,0,2,0,0,1,340318,0,0.9975019832927009
44256,106197,209519,1,0,2900,7416598,1,372606,0,96,694,120,0,57,0,2,0,0,1,303572,1,0.2850107485903378
179025,414244,128618,2,0,4130,7754261,0,388190,1,99,335,212,0,61,0,1,1,0,0,0,0,1.0671138692035622
39868,89476,87428,4,0,662,1141920,0,486764,1,56,350,58,1,23,2,2,1,0,0,0,0,0.18381765328238472
62985,88281,213877,2,1,977,6576787,1,382290,0,69,167,49,0,29,0,2,1,0,0,0,1,0.23092617927181128
43326,116650,122524,3,1,2851,7639585,1,121790,1,84,381,78,2,33,1,1,0,0,1,242221,1,0.9577883423241454
131001,11375,403814,4,1,4158,7364800,1,476560,0,62,339,69,1,64,1,0,0,0,0,0,1,0.02386892758744421
131312,381298,380254,1,0,1800,5658210,1,119775,0,65,99,398,0,30,2,0,1,1,0,0,0,3.183425728025648
122823,368940,303377,3,0,132,6703002,1,124873,1,63,923,370,2,54,1,1,0,1,1,151054,0,2.9544981341191923
193844,440763,33813,2,1,3029,5095501,1,127146,1,72,56,389,0,51,0,0,0,1,1,453828,0,3.466562325497259
37127,488582,384456,1,0,3253,3721369,0,495365,0,72,634,250,1,44,0,1,0,0,0,0,0,0.9863050754391702
158214,195927,177296,2,1,3340,9627602,0,130326,0,51,288,36,2,49,1,2,1,0,0,0,0,1.5033492676114697
92964,296119,208459,3,0,2318,2727473,1,133520,1,77,970,394,2,28,2,2,0,1,0,0,0,2.2177709873353257
